user_id,user_value_segment,preferred_category,strategies_received,recommended_products,recommended_categories,avg_recommendation_score,avg_product_high_intent_rate,avg_seller_review_score
2d7d65d5f4c5727c3c8630f5de2de690,Low Value,bed_bath_table,3,1,1,0.9149,0.877,3.8415
2da15ef83ce8831c824aa43f2af3eff1,Low Value,drinks,3,3,3,0.6697,0.9148,4.0477
2da22555ffa418797341284cdc6b7c09,Medium Value,garden_tools,3,2,2,0.8484,0.9232,3.9449
2da9dbca30b854e7a6eca41925c346a8,High Value,sports_leisure,3,3,3,0.7082,0.9015,4.0378
2dacf652a43a1005dbebf35e57b5157e,High Value,toys,3,3,3,0.7095,0.9023,4.128
2db30afa2e791f20edcaf11c2522572d,Medium Value,computers_accessories,3,2,2,0.8979,0.8968,4.113
2dbb01742ba9013519934d18d7f3890a,Low Value,furniture_decor,3,2,2,0.8971,0.8995,4.0101
2dbc6a2beed8b8a617112d5eb6900d68,Low Value,housewares,3,3,3,0.7206,0.8983,3.9855
2dbefc6ee66227226cc9ca95e7e648e3,Medium Value,furniture_decor,3,2,2,0.7154,0.9048,3.9973
2de37786adafb2cbac4f30b4c8f6d862,High Value,baby,3,3,3,0.7238,0.8065,3.9884
2de68ea77562217545c5dae0d90377a9,Medium Value,bed_bath_table,3,1,1,0.9249,0.877,3.8415
2e117084eaafeb9b19031f6791e9d51c,Low Value,electronics,3,3,3,0.6859,0.8758,3.9873
2e13ebc6d59404e724a28325c1a4357b,Low Value,sports_leisure,3,3,3,0.6916,0.9015,4.0378
2e1f4afe675eeceb076c8989b9e64578,Low Value,sports_leisure,3,3,3,0.6916,0.9015,4.0378
2e2723098823ec0ea5eaf4d0fcce7980,Low Value,toys,3,3,3,0.6929,0.9023,4.128
2e402adfd191137cf0de7b283e70718e,Medium Value,electronics,3,3,3,0.6959,0.8758,3.9873
2e43e031f10de28e557c35ef668f9396,High Value,sports_leisure,3,3,3,0.7082,0.9015,4.0378
2e5dcf79b225e8d1673671db21933168,High Value,home_appliances_2,3,3,3,0.7053,0.9293,4.174
2e644653c7c93fc9020ef771ce505845,High Value,cool_stuff,3,3,3,0.7649,0.9028,4.1605
2e65fa6556bc340335534ea848f385ff,High Value,health_beauty,3,2,2,0.8605,0.8941,4.0927
2e7e91892d0d4db10d2c8c6de2b26798,Unknown,costruction_tools_garden,3,3,3,0.6667,0.9293,4.0853
2e90591e274815f73baefdb9e11391b8,Low Value,toys,3,3,3,0.6929,0.9023,4.128
2ebf772cd33795ce8176fc8b1387e128,Medium Value,watches_gifts,3,2,2,0.8431,0.9095,3.9624
2ec8069711fa0190dae0735808addbc9,Medium Value,cool_stuff,3,3,3,0.7582,0.9028,4.1605
2ecb0fc377050ca3b001d3a199e951ec,High Value,cool_stuff,3,3,3,0.7649,0.9028,4.1605
2ee1f65b4197b8eb29826c06b876ba67,Medium Value,health_beauty,3,2,2,0.8539,0.8941,4.0927
2efd222acea6e5b2c294ea65af6424f5,High Value,telephony,3,3,3,0.7064,0.9042,4.0228
2f02635fe98bd8c88551f06ebc26aa73,High Value,health_beauty,3,2,2,0.8271,0.9035,4.1624
2f20ea16649c9d29e8bd86a7d59e8c11,High Value,watches_gifts,3,2,2,0.8498,0.9095,3.9624
2f2291efd963e5eab2cf9bef51264c2f,High Value,office_furniture,3,3,3,0.6987,0.9007,3.7644
2f2621fd222f60f52856bd1e03cba286,High Value,watches_gifts,3,2,2,0.8498,0.9095,3.9624
2f2bc963a0bf88ac75287e5124e04c10,High Value,auto,3,3,3,0.7227,0.9068,4.0676
2f4ba5a2e6b863c010d6595bb63bab17,High Value,stationery,3,3,3,0.7136,0.9076,4.0317
2f50a4f1534f6261bbb20ffb1c76a6b1,High Value,office_furniture,3,3,3,0.6987,0.9007,3.7644
2f5309720c58036f88339dbbbb73ac81,Unknown,furniture_decor,3,2,2,0.8971,0.8995,4.0101
2f61db7165adffd5b88eead74e652221,Low Value,unknown,3,3,3,0.7569,0.8954,4.0097
2f7853759e65f9ee58e4fad9d5dc6b67,Medium Value,watches_gifts,3,2,2,0.8431,0.9095,3.9624
2f8c8d4e3887241eb619e9597d461898,High Value,office_furniture,3,3,3,0.6987,0.9007,3.7644
2f8e81a14c6c33ac220ae426c2762bd4,High Value,furniture_decor,3,2,2,0.9137,0.8995,4.0101
2f9b008244ed181a3b5ca1899d91f68f,Medium Value,toys,3,3,3,0.7029,0.9023,4.128
2faf4a1d502b10555a9f39353ea20148,Medium Value,garden_tools,3,2,2,0.8153,0.9029,3.9449
2fc9a64ae672512016acd52bb0d59c61,High Value,health_beauty,3,2,2,0.8605,0.8941,4.0927
2fcbd62e518c7cb5bd7a06de9aef3368,Low Value,food_drink,3,3,3,0.6668,0.9015,4.1768
2fd4cb5dce68ba1fae3ac5615bf1a3db,Medium Value,stationery,3,3,3,0.7069,0.9076,4.0317
2fd8c8ad4efbde123c44b7cfe8006764,Low Value,home_appliances,3,3,3,0.6803,0.9293,4.174
2ff83ff76bcfc4fb7b2398b36c668b16,High Value,toys,3,3,3,0.7095,0.9023,4.128
300645872e088bfc3c78b788d84b1085,High Value,office_furniture,3,3,3,0.6987,0.9007,3.7644
301b27e33e3332ed3e07cce70d197d5a,Unknown,computers_accessories,3,2,2,0.8879,0.8968,4.113
302973a9a16ad38163d0f7975b24c432,Low Value,stationery,3,3,3,0.6969,0.9076,4.0317
302c1a15f1ada723f22801b30293cde3,Medium Value,bed_bath_table,3,1,1,0.9249,0.877,3.8415
3032a9546067c1c3e06f886c700a5187,Low Value,perfumery,3,3,3,0.7096,0.9104,4.1009
3040ed5657c7fa41b07a6c83dcbeeac4,High Value,fashion_male_clothing,3,3,3,0.6808,0.9293,4.2564
3043914bf53bb5e45145e20111fb76fc,Medium Value,toys,3,3,3,0.7029,0.9023,4.128
3046b0bd43b0ea4bc6d0aec70bc96e9c,Medium Value,bed_bath_table,3,1,1,0.9249,0.877,3.8415
304dd6c8d344302772e0b825c0dbc462,Low Value,health_beauty,3,2,2,0.8439,0.8941,4.0927
306041efddc7d219beaf81b71afe617e,Unknown,toys,3,3,3,0.6929,0.9023,4.128
30697952688c6a8b53a9ac179089ca10,Medium Value,pet_shop,3,3,3,0.686,0.8737,4.1378
30736a351f1f02d40c82f97bbf0a38fc,High Value,stationery,3,3,3,0.7136,0.9076,4.0317
30951a661d8bf91b4fc3e244791dbef6,High Value,perfumery,3,3,3,0.7272,0.9003,4.0266
309e2d06659c22953fcd09a1f36ceaba,Low Value,watches_gifts,3,2,2,0.8331,0.9095,3.9624
30a006c7675f240d560544390f1a9b8c,High Value,health_beauty,3,2,2,0.8605,0.8941,4.0927
30be152f27e50a4cd6a15a962f65e301,High Value,auto,3,3,3,0.7227,0.9068,4.0676
30e075349ee5b47bb5f9028ad62cf20a,Medium Value,auto,3,3,3,0.7161,0.9068,4.0676
30e3cbda9fcaf3df52716f1b7265341a,High Value,baby,3,3,3,0.7238,0.8065,3.9884
30f58a70b375b24035eb7ef8f3587aee,Medium Value,auto,3,3,3,0.7161,0.9068,4.0676
30fe3910a6e920e98fdf5daf5e2a48a8,Medium Value,bed_bath_table,3,1,1,0.9249,0.877,3.8415
3105d598604298481a38511105000bdd,Low Value,housewares,3,3,3,0.7206,0.8983,3.9855
31062e53039941e4a9ea7a0163fc47e9,High Value,cool_stuff,3,3,3,0.7649,0.9028,4.1605
3109f64ceed4eb5637cec6e6bf95bc09,High Value,computers_accessories,3,2,2,0.9046,0.8968,4.113
310bb63fcca8d5ef53e67f2497c30dba,Medium Value,bed_bath_table,3,1,1,0.9249,0.877,3.8415
3132d86f62f32c88fd171f0a25012699,Medium Value,furniture_decor,3,2,2,0.7154,0.9048,3.9973
31463a6b3a01f53c3ef1a04a849decf4,High Value,sports_leisure,3,3,3,0.7082,0.9015,4.0378
3157466613dad6ff9a7a98af3ba288f2,Low Value,sports_leisure,3,3,3,0.6916,0.9015,4.0378
3160d045339a86518702dd3aa75d7b78,Low Value,books_general_interest,3,3,3,0.6794,0.8775,4.0309
316d92f381a2045c4ae01cbfc4497867,High Value,cool_stuff,3,3,3,0.7649,0.9028,4.1605
317078adf141dee3755559c093b13929,Medium Value,furniture_decor,3,2,2,0.9071,0.8995,4.0101
317316ce918b51c2d4e1e7f9af54c434,Medium Value,garden_tools,3,2,2,0.8484,0.9232,3.9449
3177fe6dc09992fd1ea77cf0e50cceeb,Unknown,sports_leisure,3,3,3,0.6916,0.9015,4.0378
319570c563033f7313d82b2c906c695c,Medium Value,housewares,3,3,3,0.7306,0.8983,3.9855
31a3d7e741504f52fb78cd3b7692e8ee,Medium Value,furniture_decor,3,2,2,0.7154,0.9048,3.9973
31b3e8da8546fc9ff5fb7626964360d3,High Value,watches_gifts,3,2,2,0.8498,0.9095,3.9624
31c4b2ae7129f394dbc81de2b4225672,High Value,luggage_accessories,3,3,3,0.7184,0.9232,3.9884
31d436bafbad927dc79b130826dc3404,Medium Value,toys,3,3,3,0.7029,0.9023,4.128
31e4839e2b120b145b89bf94d27eeecc,Medium Value,toys,3,3,3,0.7029,0.9023,4.128
32017730871ecc9c37152bf5c7a3b408,Medium Value,bed_bath_table,3,1,1,0.9249,0.877,3.8415
320518c1bd52576db66dd8fcd465ec55,High Value,sports_leisure,3,3,3,0.7082,0.9015,4.0378
320a51eae733aee4f92633e86a469b65,Medium Value,electronics,3,3,3,0.6959,0.8758,3.9873
320df47c6bb00617802154ad5d766075,High Value,stationery,3,3,3,0.7136,0.9076,4.0317
321236cee92896bc208459c90ac7a5b2,Medium Value,health_beauty,3,2,2,0.8539,0.8941,4.0927
321bb9ecffb44694afebeba3eaff7dac,Medium Value,health_beauty,3,2,2,0.8539,0.8941,4.0927
323400aebd4890a3f07d13b995b36d60,Medium Value,sports_leisure,3,3,3,0.7016,0.9015,4.0378
324123feac580f5f65d5a53e7dac1af0,Low Value,electronics,3,3,3,0.6859,0.8758,3.9873
324b9a2e37fc2ab928a842b9429c46ea,Medium Value,bed_bath_table,3,1,1,0.9249,0.877,3.8415
325bdb07397fb78bf188c812e3c16ef7,Low Value,perfumery,3,3,3,0.7105,0.9003,4.0266
325e19085f3017b73be3d9fd98a93301,Medium Value,furniture_decor,3,2,2,0.9071,0.8995,4.0101
325f60d5e465e5ba4983bfd1ea216f37,Low Value,cool_stuff,3,3,3,0.7482,0.9028,4.1605
3274f2b2174433e889854e791974e48c,High Value,cool_stuff,3,3,3,0.7649,0.9028,4.1605
327a48c6f5aa9ae7cec1faa4576bad5d,Low Value,health_beauty,3,2,2,0.8439,0.8941,4.0927
327f501d2d5d03cb32e6b696f28963c9,Medium Value,toys,3,3,3,0.7029,0.9023,4.128
3290c55d91fa90ad3eccc922f8174046,High Value,perfumery,3,3,3,0.7272,0.9003,4.0266
3291feec93bac7c3a526a46203f48788,Low Value,bed_bath_table,3,1,1,0.9149,0.877,3.8415
329acecfbb84c6d62800e8ff775fffb2,Low Value,health_beauty,3,2,2,0.8439,0.8941,4.0927
32a390ed1539022cd7a0f20df2954bd5,High Value,sports_leisure,3,3,3,0.7082,0.9015,4.0378
32c3edfee8106a1d891f93706a7d554c,Low Value,sports_leisure,3,3,3,0.6916,0.9015,4.0378
32c8a33ddd22427d707685f155234d1d,High Value,baby,3,3,3,0.7238,0.8065,3.9884
32ca12567c820aa0b0e5c20876829bdc,Medium Value,health_beauty,3,2,2,0.8539,0.8941,4.0927
32d6d86560d86248b6a4ee41ea3e4e42,Low Value,fashion_bags_accessories,3,3,3,0.7068,0.8864,3.9651
32dfc89d6563e6868106a8c7711ad8d8,Medium Value,stationery,3,3,3,0.7069,0.9076,4.0317
32f00f20e6843b0a4ef767ffed5344c7,High Value,consoles_games,3,3,3,0.7207,0.9011,4.0121
32f1aedef834cf043d84f67405daab68,High Value,watches_gifts,3,2,2,0.8498,0.9095,3.9624
33094ac6ba8c6a0851b9775bcea7b932,Medium Value,health_beauty,3,2,2,0.8539,0.8941,4.0927
330a0bc8887e4ceccf797f43afacb86a,Low Value,bed_bath_table,3,1,1,0.9149,0.877,3.8415
332b50f5ad97c9168f9c07494169b117,Medium Value,toys,3,3,3,0.7029,0.9023,4.128
3335433ecf91d06029a195ad59f4f07c,High Value,stationery,3,3,3,0.7136,0.9076,4.0317
3335a3c890772bd267bd0cf161ad315d,High Value,cool_stuff,3,3,3,0.7649,0.9028,4.1605
333efe25a35b49fd25bca590a6b60203,Low Value,perfumery,3,3,3,0.7105,0.9003,4.0266
335be0ca4b7aa8578e364a76efd4da52,High Value,home_appliances,3,3,3,0.697,0.9293,4.174
336a8c5ed580bb95103d60b140da906c,Medium Value,computers_accessories,3,2,2,0.8979,0.8968,4.113
336e748851ceb9da362d2d5e0b2f4b85,High Value,computers,3,3,3,0.7665,0.9102,4.0228
336fbe323de0c0baffb8e80f3f5257a7,Medium Value,bed_bath_table,3,2,2,0.7505,0.9189,4.1732
3373bf580dad176f0d3348318679804b,Medium Value,health_beauty,3,2,2,0.8539,0.8941,4.0927
337e75335ac0581e8cb807ffc9cab9da,Medium Value,bed_bath_table,3,1,1,0.9249,0.877,3.8415
3387a508530615c881c320ba783cd80b,Medium Value,furniture_decor,3,2,2,0.9071,0.8995,4.0101
3392057cb6857cae346a55d319a8ec38,Medium Value,health_beauty,3,2,2,0.8539,0.8941,4.0927
33985e3a0d3a60bb7202e818fc6cadb7,Medium Value,stationery,3,3,3,0.7069,0.9076,4.0317
33baf2d2d76a7bf7240894d935d3e0b8,Medium Value,telephony,3,3,3,0.7046,0.923,4.0228
33c7cd0d69e316481d63567e3881736d,Low Value,health_beauty,3,2,2,0.8439,0.8941,4.0927
33cc26eada9dbd243600e8a48719b80a,High Value,computers_accessories,3,2,2,0.9046,0.8968,4.113
33cf1b4b19a21b28c7b626991208a57c,Low Value,sports_leisure,3,3,3,0.6916,0.9015,4.0378
33e608856217dd0b34bf69e313470406,Medium Value,baby,3,3,3,0.7172,0.8065,3.9884
33e70bd20cd3b69d8291b372cf022ea2,Low Value,sports_leisure,3,3,3,0.6916,0.9015,4.0378
33eb82333797c42ebb80bcc4aa337943,Low Value,furniture_decor,3,2,2,0.8971,0.8995,4.0101
33f86281d5203b278e32070d4a02592e,Medium Value,housewares,3,3,3,0.7306,0.8983,3.9855
33f965a01c42a564872f94319a636b59,Low Value,computers_accessories,3,2,2,0.8879,0.8968,4.113
33fde9c9e4c9c62c02224ec7d84cf29b,High Value,construction_tools_safety,3,3,3,0.6812,0.9293,3.9715
3409a5f1bf39eb10dd8b17c994454436,High Value,sports_leisure,3,3,3,0.7082,0.9015,4.0378
340f62385fbaaf2d7947c6cb82fb0318,Low Value,sports_leisure,3,3,3,0.6916,0.9015,4.0378
3413f9bca7b61d654f1da9a0afd68c7b,High Value,furniture_decor,3,2,2,0.9137,0.8995,4.0101
3415897060d38eb38e2abf5b3ef0f320,Medium Value,consoles_games,3,3,3,0.714,0.9011,4.0121
341dbbe37f4618d70d8476916133e7a7,High Value,sports_leisure,3,3,3,0.7082,0.9015,4.0378
3436c172abe846b0780ea29f64ea8eac,Low Value,computers_accessories,3,2,2,0.8879,0.8968,4.113
343e5b306fed604e45704a9ace917cef,Low Value,computers_accessories,3,2,2,0.8879,0.8968,4.113
34464c117f28718b22cf59ad47064d70,Low Value,health_beauty,3,2,2,0.8439,0.8941,4.0927
344b644d9fd344490c599727371dc99c,High Value,housewares,3,3,3,0.7373,0.8983,3.9855
3456860e57578bfba0640b99ada70bba,Low Value,perfumery,3,3,3,0.7105,0.9003,4.0266
345953f3eecf4fc3073f08372dcc6896,Low Value,housewares,3,3,3,0.7206,0.8983,3.9855
346c215e8c79a80eac1913f55cb80165,High Value,sports_leisure,3,3,3,0.7082,0.9015,4.0378
3485cd46fbf0423dd04f61dd9d0e5d7e,Low Value,electronics,3,3,3,0.6859,0.8758,3.9873
3495e5b57a89c3ae5d6264e47f073762,Medium Value,watches_gifts,3,2,2,0.8431,0.9095,3.9624
349861d1f05ea485620e77a268bfe0d6,Low Value,auto,3,3,3,0.7061,0.9068,4.0676
349fbf20165c462b20049d6d8551d2d6,Low Value,health_beauty,3,2,2,0.8439,0.8941,4.0927
34ad3cbcaca94c0c3bf9197be832e439,Medium Value,furniture_decor,3,2,2,0.9071,0.8995,4.0101
34c43e7170995ec125afcfefda28b657,Low Value,toys,3,3,3,0.6929,0.9023,4.128
34d1f09eab8df30b699122c567f6ab32,Medium Value,sports_leisure,3,3,3,0.7016,0.9015,4.0378
34f0b37e89f9ef4768bdd233630f9b62,High Value,computers_accessories,3,2,2,0.9046,0.8968,4.113
34fa92afa2fe4624e2476d6d5ff4390e,High Value,health_beauty,3,2,2,0.8605,0.8941,4.0927
34fbd9c42eb9702b4b8c6624b228ef11,Medium Value,home_confort,3,3,3,0.6757,0.8459,3.9726
35052a34c8cddade15549afde5580e83,Low Value,watches_gifts,3,2,2,0.8331,0.9095,3.9624
3517852bd010ead9a40e95130ba29835,High Value,furniture_decor,3,2,2,0.9137,0.8995,4.0101
351b88d7081aae040f1eab3ec16eb00d,Medium Value,health_beauty,3,2,2,0.8539,0.8941,4.0927
353027c49c4fb3c827f2745b44ebb3f2,High Value,toys,3,3,3,0.7095,0.9023,4.128
353801f49ab64d5e6ca90ba46e2e5f0f,Medium Value,sports_leisure,3,3,3,0.7016,0.9015,4.0378
353e992ecbfad2cfee33cf1ea4c2a2d1,Medium Value,baby,3,3,3,0.7172,0.8065,3.9884
3544f95ba7fd2f9469fa6f513bab2e38,Low Value,telephony,3,3,3,0.6946,0.923,4.0228
35473cbe40102cc697f12d9c6da90d9c,Low Value,fashion_shoes,3,3,3,0.666,0.9293,4.0653
3557532709f1626dcfde5a8c90414695,Low Value,auto,3,3,3,0.7061,0.9068,4.0676
355e4d8054479703e56d694dc661e35d,Medium Value,air_conditioning,3,3,3,0.6806,0.9293,4.1268
3578707d5fbfaaad05a3862a179bf76d,High Value,computers_accessories,3,2,2,0.9046,0.8968,4.113
357a030b51ff1ba4ed61de5ec4c59569,Medium Value,baby,3,3,3,0.7172,0.8065,3.9884
3584e46ad0a0c163e4b028894c5f6624,Medium Value,home_confort,3,3,3,0.6757,0.8459,3.9726
359bacb2b5c52b4287667a7bc6c7bc63,High Value,computers_accessories,3,2,2,0.9046,0.8968,4.113
35b58d5a4454d79f4e16dc5e1a22cac3,Medium Value,computers_accessories,3,2,2,0.8979,0.8968,4.113
35b7ea3288096438f6dbe164d1f02aa0,Unknown,home_appliances,3,3,3,0.6803,0.9293,4.174
35f1161ab7820558312737df4d402295,High Value,air_conditioning,3,3,3,0.6873,0.9293,4.1268
35f7bcf259362c5749d5b5d5aa0b9e87,High Value,consoles_games,3,3,3,0.7207,0.9011,4.0121
35fb402bc5af8af48779036daa38621e,Low Value,home_appliances,3,3,3,0.6803,0.9293,4.174
3615a4709bf9ea3a20298b5c94209a48,High Value,cool_stuff,3,3,3,0.7649,0.9028,4.1605
3617030b47c184af2837f5e5b5ef88ba,High Value,computers_accessories,3,2,2,0.9046,0.8968,4.113
362a9847480149ea6dda85f669ef7347,Medium Value,furniture_decor,3,2,2,0.9071,0.8995,4.0101
362c14f75d83ab0db35c9f69eb4a1b8c,High Value,furniture_decor,3,2,2,0.9137,0.8995,4.0101
363687a4fd837e08445bdb7d65728886,Low Value,telephony,3,3,3,0.6946,0.923,4.0228
36445bb429c8bb13c3f8cd6794723647,High Value,health_beauty,3,2,2,0.8605,0.8941,4.0927
36473581361bdb3823d1fe6d96955354,Low Value,telephony,3,3,3,0.6946,0.923,4.0228
3649e61287fc6b7d763d7555342b1def,High Value,cool_stuff,3,3,3,0.7649,0.9028,4.1605
366701876d62a649e9c749452ad1ce2f,High Value,health_beauty,3,2,2,0.8605,0.8941,4.0927
3670def3112badda773d3f09d506a322,Medium Value,baby,3,3,3,0.7172,0.8065,3.9884
3683a7b5d2d96a89d9718bc77de4e6f5,High Value,pet_shop,3,3,3,0.6927,0.8737,4.1378
3694dc4cebb05f11c265316d5a93305c,Unknown,sports_leisure,3,3,3,0.6916,0.9015,4.0378
36be413fe0f4a74eee7b764e758730ed,High Value,bed_bath_table,3,1,1,0.9316,0.877,3.8415
36bf34be1247a33988a1510f255f6917,Low Value,housewares,3,3,3,0.7206,0.8983,3.9855
36c5770cc8e136abf9b1e5e149f75fb2,Low Value,garden_tools,3,2,2,0.8053,0.9029,3.9449
36c78d937ff07582adc957d4e91e8242,Medium Value,christmas_supplies,3,3,3,0.6734,0.9293,3.9786
36e5363bbe8df3025f788fa3c4ad98df,Medium Value,cool_stuff,3,3,3,0.7582,0.9028,4.1605
36e6f8967ccdbe52405ed9323090b4a7,High Value,sports_leisure,3,3,3,0.7082,0.9015,4.0378
3702a031c0facbc9afe8ae0c7b7f52bf,High Value,food,3,3,3,0.7085,0.9097,4.0049
3705e9dfdf2b88399106d4519bbc2e46,Low Value,pet_shop,3,3,3,0.676,0.8737,4.1378
370c6f261334ee5235f6f6e13825d707,Low Value,computers_accessories,3,2,2,0.8879,0.8968,4.113
37649a7eac21f2419cb01fe7b18f6e42,Medium Value,bed_bath_table,3,1,1,0.9249,0.877,3.8415
376e8a8717833146dc518de00f0ea879,Low Value,electronics,3,3,3,0.6859,0.8758,3.9873
37774f11f986c86cd9d588fcd0ffaebc,Low Value,telephony,3,3,3,0.6946,0.923,4.0228
379111a80971bec2f58bd1c2a066669a,High Value,office_furniture,3,3,3,0.6987,0.9007,3.7644
3797f12de2bde994a8051ee48eda4818,Medium Value,furniture_decor,3,2,2,0.7154,0.9048,3.9973
379982f955f6b74d1082ab864108a788,Low Value,health_beauty,3,2,2,0.8439,0.8941,4.0927
37a4f2cd594d4599b9b82ea0d36fadc0,Low Value,bed_bath_table,3,1,1,0.9149,0.877,3.8415
37b708a378a17996174d1b8f6ed3d3e9,Low Value,health_beauty,3,2,2,0.8439,0.8941,4.0927
37d84cb1a9131b83210f3b6b188187bc,Medium Value,housewares,3,3,3,0.7306,0.8983,3.9855
37d9674ba5b7cf1b8a1595ecce66ffd1,High Value,luggage_accessories,3,3,3,0.7184,0.9232,3.9884
37d96e337d68c6e37e9612dcd39f5de6,Low Value,furniture_decor,3,2,2,0.8971,0.8995,4.0101
37dca259ef64c1aa8a42868915ec7309,High Value,computers_accessories,3,2,2,0.9046,0.8968,4.113
37e2dd0451c951d37146d59c0091129f,High Value,electronics,3,3,3,0.7025,0.8758,3.9873
37ec70bc2dde8413d868703ab18e17b8,High Value,bed_bath_table,3,1,1,0.9316,0.877,3.8415
37f062320cd6574797a42ec382d2e79b,Medium Value,computers_accessories,3,2,2,0.8979,0.8968,4.113
3810359efae12fb6b0a3efc65e25ac88,High Value,perfumery,3,3,3,0.7272,0.9003,4.0266
38121bfd7fcbae0b33ef1940ee91dcaf,Low Value,health_beauty,3,2,2,0.8439,0.8941,4.0927
3815f06e9d85c0b0dc33e80abebbb0fb,Medium Value,furniture_living_room,3,3,3,0.6807,0.9134,4.0698
3818d81c6709e39d06b2738a8d3a2474,High Value,furniture_decor,3,2,2,0.9137,0.8995,4.0101
382af0bfca664a3f695a06f4c0ae96da,Medium Value,computers_accessories,3,2,2,0.8979,0.8968,4.113
383418fcb4e0dfaf7a936919830b0b67,High Value,auto,3,3,3,0.7227,0.9068,4.0676
3842d2de8b603bbfe941ade4da285f32,High Value,health_beauty,3,2,2,0.8605,0.8941,4.0927
38439e0b07004e600a7c2091896b08e4,Medium Value,cool_stuff,3,3,3,0.7582,0.9028,4.1605
38474def88dc4f4ffdd13202f31ccf99,Low Value,small_appliances,3,3,3,0.6742,0.9293,4.2009
38483398ed917c9afa42cd950640f07a,Medium Value,toys,3,3,3,0.7029,0.9023,4.128
3861c85f53f434ce41f9d40f3fffd058,Medium Value,housewares,3,3,3,0.7306,0.8983,3.9855
386f4ccdf560d7c536c5e919f31267d0,High Value,garden_tools,3,2,2,0.855,0.9232,3.9449
3883f79ec3d786755e150cb2f9af9f5c,Medium Value,cool_stuff,3,3,3,0.7582,0.9028,4.1605
38a6f0de9f690776df8df2d6458fb307,Low Value,telephony,3,3,3,0.6946,0.923,4.0228
38c36e2b07cd2ebe4b525afa2698fa91,Low Value,watches_gifts,3,2,2,0.8331,0.9095,3.9624
38c9d129dd764b8a38c722b18beb3400,High Value,computers_accessories,3,2,2,0.9046,0.8968,4.113
38db00b16cca3306392a0651a9a6b21c,Medium Value,baby,3,3,3,0.7172,0.8065,3.9884
38debf1cb87d849b5975b2bc5fd85c64,Medium Value,bed_bath_table,3,1,1,0.9249,0.877,3.8415
3906f8113531d94413a0b6b7cbe11bef,Medium Value,office_furniture,3,3,3,0.6921,0.9007,3.7644
3921a10e0cae99e6455bc5ac62110ded,Low Value,bed_bath_table,3,1,1,0.9149,0.877,3.8415
3921cce6cea68738f49b58a1efa5efe4,High Value,garden_tools,3,2,2,0.855,0.9232,3.9449
3923abc41d261c4be4e70853120bec19,Low Value,telephony,3,3,3,0.6946,0.923,4.0228
3932c5f51186189f8f28f15837d6129e,Low Value,sports_leisure,3,3,3,0.6916,0.9015,4.0378
3939b78a6ef2c53d4623ddbcb995bdef,Medium Value,auto,3,3,3,0.7161,0.9068,4.0676
3949a019223422cf30a6be3fc82f7982,High Value,watches_gifts,3,2,2,0.8498,0.9095,3.9624
394d221f2bc5ba8e3ce837f94bbf7e7e,High Value,electronics,3,3,3,0.7025,0.8758,3.9873
394dc24b7c4c8fa4ffbd0d36ddf26477,High Value,furniture_decor,3,2,2,0.9137,0.8995,4.0101
39625643b498b08ebf941f9170277974,High Value,auto,3,3,3,0.7227,0.9068,4.0676
3965fe86e43471a454750801283b7caf,Low Value,consoles_games,3,3,3,0.6819,0.8777,4.0121
3980979abd3a558d29ffbc27ab931f40,Medium Value,home_appliances,3,3,3,0.6903,0.9293,4.174
3980de40262e26d3b4cbe99076673763,High Value,luggage_accessories,3,3,3,0.7184,0.9232,3.9884
3985ad74cdf795e55185758b179efe93,Low Value,auto,3,3,3,0.7061,0.9068,4.0676
398fbb883435515de0aefe3887d6ea10,Low Value,perfumery,3,3,3,0.7105,0.9003,4.0266
39961d12801a801b9a472ca954079667,Medium Value,perfumery,3,3,3,0.7205,0.9003,4.0266
39a3e310269686400fc9505e610d1b10,High Value,bed_bath_table,3,1,1,0.9316,0.877,3.8415
39ae2ab725be4a0db66896735a49dac7,Medium Value,health_beauty,3,2,2,0.8539,0.8941,4.0927
39b02ec9ec96b5a88ce9a99b8144182e,Medium Value,computers_accessories,3,2,2,0.8979,0.8968,4.113
39b8ac76649106747794608abf8a02e7,High Value,fixed_telephony,3,3,3,0.6826,0.9293,4.0527
39bc44c53ed67280f8c589499e002f3e,Medium Value,furniture_decor,3,2,2,0.7154,0.9048,3.9973
39c45a81d682aa754d46022c3dfc2857,High Value,sports_leisure,3,3,3,0.7082,0.9015,4.0378
39cceffc91e211a0f4c5548c935618d5,Medium Value,furniture_decor,3,2,2,0.9071,0.8995,4.0101
39dddcbd76319f479030f4d291ef9592,Low Value,bed_bath_table,3,1,1,0.9149,0.877,3.8415
39e4c9fa276aaa9b6af1fcd80901351c,Medium Value,perfumery,3,3,3,0.7205,0.9003,4.0266
39f9680fb5fdcb1c5a806b9a2acb8171,High Value,fashion_male_clothing,3,3,3,0.6808,0.9293,4.2564
3a13681985ea6cd032018292ffb30bbc,Low Value,baby,3,3,3,0.7072,0.8065,3.9884
3a1702d4226eed2058871760d94c99a2,Low Value,sports_leisure,3,3,3,0.6916,0.9015,4.0378
3a2d6a780f9229755e1da6f1e320fa08,Low Value,pet_shop,3,3,3,0.676,0.8737,4.1378
3a3bc19c5497540f4c87e8abc4b592f3,Low Value,furniture_decor,3,2,2,0.8971,0.8995,4.0101
3a3e6f90946944d654b42e6d3c3e9a9d,Medium Value,pet_shop,3,3,3,0.686,0.8737,4.1378
